CustomerID,Name,Email,Age,Gender,Location,ProductID,Category,Subcategory,Price,Weight,Dimensions,OrderID,DateOrder,TotalAmount,ShippingMethod,Status,InventoryID,StockLevel,RestockThreshold,LastRestockDate,WarehouseID,LocationWarehouse,Capacity,SupplierID,Company,LocationSupplier,QualityScore
7166,Daniel Carey,tarastephenson@example.org,66,Female,South Hannahhaven,1,Electronics,Cameras,384.86,25.03,10x24x41,7166,30/06/2021,$614.04,Standard,Cancelled,7166,272,478,2021-05-03,168,West Tracey,10014,8,Parks-Gallegos,Jenkinsside,6.82
1572,Cody Cooke,lisalewis@example.net,29,Male,Lake Johnnyview,8,Clothing,Shoes,583.76,29.29,24x35x15,1572,2021-08-19,$697.68,Express,Delivered,1572,454,206,2021-10-07,21,Aprilland,5957,4,Salas- Gonzalez and Todd,Jessicashire,2.35
24,William Henson,courtney85@example.com,68,Female,Meyersmouth,11,Clothing,Hats,446.11,46.95,34x38x29,24,2023-08-01,€1484.76,Express,Delivered,24,54,473,2020-12-13,150,Toddhaven,9326,2,Miller-Pearson,Clarkmouth,9.83
3363,Gregory Herrera,aadams@example.com,63,Male,Isaiahchester,6,Furniture,Chairs,534.91,23.0,29x20x20,3363,08-22-2023,€2064.66,Express,Cancelled,3363,62,150,2022-04-19,373,Lake Williamburgh,19141,4,Salas- Gonzalez and Todd,Jessicashire,2.35
1088,Tammy Lopez,terrychristine@example.net,44,Female,West Kevin,2,Electronics,Mobile Phones,349.6,35.73,39x38x6,1088,04-26-2021,£773.01,Standard,Delivered,1088,641,188,2022-07-02,131,Port Darrenburgh,11911,7,Miller Group,Clarkmouth,6.56
4674,Allison Stone,gomezjeremy@example.net,24,Female,Lake Brendan,21,Furniture,Sofas,631.85,48.48,14x45x45,4674,2022-02-09,£876.81,Express,Shipped,4674,699,471,2020-09-27,84,East Hunterbury,17697,9,Johnson-Rodriguez,Katherineborough,7.81
2694,Michael Austin,caitlinwilliams@example.com,50,Male,Kellytown,2,Electronics,Mobile Phones,71.71,13.05,15x9x38,2694,07/11/2021,€1373.38,Two-day,Cancelled,2694,830,59,2021-01-06,412,North Karen,11349,8,Parks-Gallegos,Jenkinsside,6.82
7581,Kristen Richardson,mckenziejoshua@example.com,53,Female,West Catherine,8,Clothing,Shoes,981.47,26.19,7x2x17,7581,22/05/2021,$301.72,Two-day,Pending,7581,880,247,2021-11-04,275,Lake Stephen,17385,4,Salas- Gonzalez and Todd,Jessicashire,2.35
3398,Perry Edwards,byrdscott@example.com,21,Female,Jeffreyville,6,Furniture,Chairs,519.87,43.47,8x4x22,3398,10-21-2022,£1866.2,Two-day,Shipped,3398,216,397,2021-07-05,59,Port Jenniferborough,14199,7,Miller Group,Clarkmouth,6.56
3559,Joshua Fisher,cbaker@example.com,57,Male,New Robert,6,Furniture,Chairs,501.37,14.81,10x33x30,3559,08/01/2022,$1488.1,Standard,Cancelled,3559,929,280,2022-02-06,306,Clarkberg,19462,3,Johnson-Rodriguez,Katherineborough,7.4
9155,Joshua Neal,joangarcia@example.net,20,Male,Stephenmouth,2,Electronics,Mobile Phones,861.66,33.88,47x49x13,9155,2021-12-20,€66.68,Two-day,Shipped,9155,408,172,2022-06-18,31,Williamsonburgh,9705,8,Parks-Gallegos,Jenkinsside,6.82
2841,Kevin Hunter,john60@example.org,29,Male,Abbottton,13,Electronics,Headphones,462.84,16.14,25x13x7,2841,24/09/2021,$1311.92,Express,Shipped,2841,661,380,2021-12-20,268,Chasefurt,16822,0,Johnson-Rodriguez,Port Robynmouth,
2311,Stacy Lester DDS,julie76@example.com,25,Male,Guerreroshire,3,Furniture,Cabinets,968.12,29.2,45x21x49,2311,09/01/2022,£1109.2,Two-day,Shipped,2311,175,258,2022-01-28,28,Scottbury,8684,0,Johnson-Rodriguez,Port Robynmouth,
8332,Cindy Robertson,chelsea91@example.net,18,Female,Lake Teresa,21,Furniture,Sofas,464.55,46.56,27x50x8,8332,2023-07-03,$2077.98,Express,Delivered,8332,251,59,2021-11-04,267,Christianborough,11229,8,Parks-Gallegos,Jenkinsside,6.82
3234,Ruth Carr,bakerjonathan@example.com,55,Male,Port Vickifort,8,Clothing,Shoes,293.64,36.87,14x32x37,3234,2022-08-19,£975.99,Express,Shipped,3234,306,315,2022-04-24,243,East Evan,17827,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
4152,Matthew Wang,hamiltondavid@example.org,21,Male,Jacksonton,0,Electronics,Smart Watches,420.16,12.22,8x41x28,4152,13/07/2022,$1924.92,Two-day,Pending,4152,99,161,2021-10-04,85,Jacquelineborough,15530,6,Morgan LLC,New Marktown,2.48
1309,Logan Green,jonathan78@example.com,30,Female,Austinview,21,Furniture,Sofas,706.09,19.49,5x32x13,1309,2021-10-31,£1008.44,Standard,Pending,1309,792,443,2022-01-28,79,East Tyler,8422,9,Johnson-Rodriguez,Katherineborough,7.81
695,John Oneill,josephcross@example.com,30,Female,Whiteside,3,Furniture,Cabinets,686.48,11.44,48x7x49,695,04/11/2021,£1806.9,Two-day,Pending,695,749,404,2021-12-06,290,North Chloe,6944,0,Johnson-Rodriguez,Port Robynmouth,
8814,Christine Wilson,stephaniegarner@example.org,26,Female,Port Jennifer,9,Furniture,Beds,913.66,6.11,23x47x7,8814,23/11/2020,£3533.64,Express,Cancelled,8814,995,429,2021-12-28,404,Contrerasmouth,18304,9,Johnson-Rodriguez,Katherineborough,7.81
3752,Gregory Bowen,stephanie34@example.org,31,Female,Nancymouth,9,Furniture,Beds,176.24,26.1,29x11x1,3752,10/12/2021,£939.26,Two-day,Delivered,3752,249,331,2021-06-09,430,Port Richardmouth,7780,8,Parks-Gallegos,Jenkinsside,6.82
6337,Gregory Kelly,walter60@example.com,70,Female,Matthewstad,4,Clothing,T-Shirts,381.72,10.65,30x34x13,6337,2022-02-21,£726.1,Express,Delivered,6337,959,121,2021-10-31,27,Colebury,16981,9,Johnson-Rodriguez,Katherineborough,7.81
1227,Joseph Pollard,pmoore@example.org,65,Female,Lake Michael,16,Furniture,Tables,642.3,8.52,31x31x7,1227,11/08/2022,€1787.4,Express,Cancelled,1227,834,288,2021-04-11,369,North Melanie,17528,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
1999,Jeffery Jones,cassandrarhodes@example.com,31,Female,Lake Jennifer,9,Furniture,Beds,79.88,21.86,33x42x4,1999,11-11-2021,£491.72,Two-day,Pending,1999,626,108,2022-07-29,329,Lake William,8382,5,Morgan LLC,Port Robynmouth,1.23
276,Ashlee Andrews,donnaramos@example.net,40,Female,Masonton,1,Electronics,Cameras,419.37,34.08,16x33x31,276,23/12/2020,€1326.58,Standard,Pending,276,510,173,2022-08-23,177,Griffinberg,7721,3,Johnson-Rodriguez,Katherineborough,7.4
6769,Linda Washington,andrewzamora@example.org,23,Female,South Sandramouth,13,Electronics,Headphones,885.64,20.73,39x30x27,6769,05-07-2023,$2078.88,Standard,Cancelled,6769,621,494,2022-02-17,54,Jasonborough,15745,2,Miller-Pearson,Clarkmouth,9.83
9929,Heather Chambers,justin18@example.net,42,Female,Sandraview,0,Electronics,Smart Watches,280.53,38.78,13x35x20,9929,2022-10-08,£634.97,Two-day,Pending,9929,446,235,2022-01-29,454,North Kristinaton,5751,9,Johnson-Rodriguez,Katherineborough,7.81
5929,Martin Zamora,hoganjohn@example.org,33,Female,Johnsontown,48,Clothing,Jeans,354.7,39.3,10x10x29,5929,2021-04-13,€1307.85,Two-day,Shipped,5929,945,429,2022-03-24,439,Maddoxton,18200,8,Parks-Gallegos,Jenkinsside,6.82
2953,Brenda Long,wendymercado@example.net,70,Male,Perryhaven,13,Electronics,Headphones,579.33,5.01,2x20x33,2953,25/10/2021,$1718.24,Standard,Shipped,2953,144,162,2021-12-04,335,New Sandraport,14136,2,Miller-Pearson,Clarkmouth,9.83
3637,John Howell II,zbriggs@example.net,56,Female,North Betty,0,Electronics,Smart Watches,771.05,42.82,19x37x22,3637,06-04-2021,£2048.25,Express,Pending,3637,772,180,2021-12-21,420,Jillville,18538,4,Salas- Gonzalez and Todd,Jessicashire,2.35
3906,Melissa Williams,myerskrista@example.net,22,Female,Donaldtown,8,Clothing,Shoes,878.7,35.04,14x41x39,3906,11-06-2020,€778.09,Standard,Pending,3906,728,477,2021-03-06,434,North Matthewville,6096,8,Parks-Gallegos,Jenkinsside,6.82
4778,Mary Clark,bscott@example.com,67,Male,East Bradleyburgh,9,Furniture,Beds,356.69,31.23,3x48x35,4778,2021-04-26,$3327.85,Standard,Pending,4778,975,117,2021-09-02,95,Lake Monique,18830,3,Johnson-Rodriguez,Katherineborough,7.4
5845,Kari Moore,kbarker@example.com,50,Male,South Lisa,16,Furniture,Tables,297.53,6.16,24x11x24,5845,2023-05-16,€2182.48,Two-day,Delivered,5845,35,214,2020-09-29,252,Port Williamville,11266,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
9697,Andrew Lucas,transandra@example.org,42,Male,Harveyton,4,Clothing,T-Shirts,315.29,29.44,30x24x50,9697,2022-01-09,$1029.0,Standard,Delivered,9697,607,268,2021-05-19,98,Whitemouth,9656,8,Parks-Gallegos,Jenkinsside,6.82
4117,Daniel Nielsen,smithkristina@example.org,45,Female,Wilsonville,11,Clothing,Hats,98.54,45.08,41x33x26,4117,2022-10-27,€1123.8,Two-day,Shipped,4117,460,287,2021-11-05,379,Maynardchester,6758,7,Miller Group,Clarkmouth,6.56
8410,Miss Brittany Lewis,brianaday@example.net,52,Male,New Roberthaven,6,Furniture,Chairs,529.82,24.86,19x21x6,8410,16/10/2021,€545.39,Two-day,Pending,8410,632,464,2021-10-29,327,North Annview,13868,0,Johnson-Rodriguez,Port Robynmouth,
1137,Erik Smith,mercedes14@example.com,37,Female,North Jerome,16,Furniture,Tables,171.76,0.76,30x24x34,1137,05-04-2023,£639.0,Express,Shipped,1137,533,58,2022-01-25,156,Douglasfurt,16565,2,Miller-Pearson,Clarkmouth,9.83
2767,Michelle Cooper,chelsea81@example.com,25,Male,Smithfort,10,Electronics,Laptops,528.3,23.6,6x7x18,2767,17/02/2022,$2722.45,Two-day,Pending,2767,633,67,2021-06-06,16,Lake Maria,14469,7,Miller Group,Clarkmouth,6.56
2334,David Kirby,ualexander@example.net,53,Female,Ryanville,0,Electronics,Smart Watches,161.1,18.29,48x23x29,2334,2022-11-16,£1985.82,Standard,Pending,2334,678,225,2022-08-06,291,Dannyport,11559,0,Johnson-Rodriguez,Port Robynmouth,
8535,Roy Garrett,espinozaallison@example.net,40,Female,New Sarachester,48,Clothing,Jeans,762.24,4.89,35x37x21,8535,09-04-2022,€1669.1,Two-day,Pending,8535,701,138,2021-12-04,427,West Seanhaven,5928,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
942,Kimberly Smith,zriley@example.org,20,Female,West Christophershire,8,Clothing,Shoes,385.16,32.77,50x1x41,942,07/08/2023,€930.57,Two-day,Cancelled,942,101,23,2021-02-07,491,Harrismouth,11259,5,Morgan LLC,Port Robynmouth,1.23
7661,Todd Reed,wellsjustin@example.com,27,Female,Barbaraton,0,Electronics,Smart Watches,668.57,9.52,18x31x6,7661,2022-03-20,$355.54,Express,Delivered,7661,30,366,2021-04-11,237,Scottberg,11019,5,Morgan LLC,Port Robynmouth,1.23
2490,Amanda Patel,davidwashington@example.com,52,Male,Port Brian,0,Electronics,Smart Watches,504.13,49.74,30x45x38,2490,2020-09-09,$1946.15,Two-day,Shipped,2490,369,102,2020-12-20,332,East Richardview,18143,3,Johnson-Rodriguez,Katherineborough,7.4
9678,Carolyn White,tbrown@example.net,34,Female,Rachelport,2,Electronics,Mobile Phones,579.66,39.91,18x43x35,9678,2023-05-24,$543.27,Standard,Pending,9678,595,419,2021-07-04,429,West Sarah,14946,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
6290,Jason Sweeney,seanrobertson@example.net,30,Female,Franktown,11,Clothing,Hats,27.35,33.57,10x5x42,6290,2022-06-17,€1355.58,Express,Shipped,6290,477,423,2020-12-08,303,Mariaburgh,14031,3,Johnson-Rodriguez,Katherineborough,7.4
4935,Christina Robertson,rivaselizabeth@example.net,66,Male,North Vickiberg,16,Furniture,Tables,276.61,27.88,6x28x6,4935,2021-11-29,$1589.37,Express,Pending,4935,237,451,2021-01-02,13,Cameronside,13847,5,Morgan LLC,Port Robynmouth,1.23
3935,Russell Carter,mary67@example.org,61,Male,East Williamstad,3,Furniture,Cabinets,955.08,43.75,39x36x2,3935,2022-07-21,£1565.1,Express,Shipped,3935,717,322,2021-02-07,306,Clarkberg,19462,7,Miller Group,Clarkmouth,6.56
6955,Barbara Watkins,sanchezcharlene@example.org,57,Male,Melanieland,48,Clothing,Jeans,877.45,13.58,4x18x49,6955,2023-03-11,$2595.6,Two-day,Delivered,6955,747,359,2021-10-29,56,South Kristinmouth,14672,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
2384,Richard Taylor,chernandez@example.net,69,Male,Keithhaven,0,Electronics,Smart Watches,700.56,3.32,42x23x50,2384,11-02-2020,€532.58,Standard,Shipped,2384,712,433,2021-01-09,334,North Hannah,16502,2,Miller-Pearson,Clarkmouth,9.83
115,Matthew Sanford,allen03@example.org,21,Female,Garychester,21,Furniture,Sofas,86.64,0.53,16x26x32,115,02/04/2021,£1067.4,Two-day,Pending,115,550,13,2020-10-06,128,Greenport,15055,8,Parks-Gallegos,Jenkinsside,6.82
1863,Juan Clarke,rfields@example.org,25,Male,South Joel,9,Furniture,Beds,162.27,42.44,12x3x27,1863,08-22-2022,$462.79,Express,Pending,1863,671,159,2020-10-14,85,Jacquelineborough,15530,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
9975,Amy Browning,williamsonricardo@example.net,43,Male,Melissaburgh,48,Clothing,Jeans,34.71,25.61,30x11x3,9975,2021-01-25,$85.04,Two-day,Cancelled,9975,589,276,2021-08-30,469,Stephaniehaven,8976,3,Johnson-Rodriguez,Katherineborough,7.4
3119,Larry White,pmarquez@example.com,61,Female,New Melissa,8,Clothing,Shoes,984.57,28.71,6x25x46,3119,09-04-2020,$1978.52,Express,Shipped,3119,802,20,2021-06-01,85,Jacquelineborough,15530,6,Morgan LLC,New Marktown,2.48
4258,Morgan Mills,michael80@example.net,25,Female,Campbellmouth,2,Electronics,Mobile Phones,243.64,14.2,44x45x19,4258,02-28-2023,€525.6,Standard,Delivered,4258,720,308,2020-10-10,270,Port Davidborough,14875,0,Johnson-Rodriguez,Port Robynmouth,
8299,Mr. Jeffrey Jimenez,garciasusan@example.org,30,Male,Stanleyport,48,Clothing,Jeans,871.46,40.06,14x19x5,8299,10-01-2022,$321.66,Express,Delivered,8299,350,254,2021-09-17,46,North Ronald,11398,4,Salas- Gonzalez and Todd,Jessicashire,2.35
902,Mark Best,kelleyashlee@example.net,35,Female,North Hannah,9,Furniture,Beds,5.07,6.3,24x16x3,902,2022-08-17,£2295.39,Standard,Delivered,902,459,108,2021-02-08,280,Garciaside,15607,6,Morgan LLC,New Marktown,2.48
2819,Samantha Morales,colin39@example.net,67,Male,Ronaldhaven,11,Clothing,Hats,983.82,38.08,6x44x27,2819,2021-05-30,€4624.15,Two-day,Cancelled,2819,568,19,2022-06-01,255,North Kim,18260,7,Miller Group,Clarkmouth,6.56
3822,Gabriela Whitehead,jodicummings@example.org,37,Male,Nuneztown,4,Clothing,T-Shirts,588.9,5.1,4x35x24,3822,10-07-2021,€2506.1,Express,Pending,3822,342,228,2022-03-29,423,North Susan,19288,0,Johnson-Rodriguez,Port Robynmouth,
7120,Andrea Anderson,christinaharrison@example.com,31,Female,East Nicholas,48,Clothing,Jeans,434.95,27.89,38x19x33,7120,11-04-2021,€904.77,Standard,Delivered,7120,854,383,2022-01-20,45,Maxwellborough,5896,4,Salas- Gonzalez and Todd,Jessicashire,2.35
6889,Danielle Russo,lisatucker@example.net,52,Female,Melissachester,9,Furniture,Beds,351.17,12.33,3x47x19,6889,2020-09-30,£2102.37,Standard,Delivered,6889,615,106,2021-01-13,270,Port Davidborough,14875,0,Johnson-Rodriguez,Port Robynmouth,
9089,Stephanie Griffith MD,melissajenkins@example.net,28,Male,Maureenton,3,Furniture,Cabinets,846.12,26.43,12x20x45,9089,22/07/2023,€214.34,Two-day,Pending,9089,906,340,2022-04-08,391,Aaronchester,9676,2,Miller-Pearson,Clarkmouth,9.83
4699,Marie Thompson,klong@example.com,59,Male,Lake Ronaldborough,1,Electronics,Cameras,633.99,24.38,19x41x38,4699,05-24-2023,$1395.0,Two-day,Delivered,4699,298,268,2021-06-14,186,Port Alanchester,9574,5,Morgan LLC,Port Robynmouth,1.23
8917,Vanessa Winters,thomas97@example.com,41,Male,Riverafort,3,Furniture,Cabinets,341.95,21.87,45x24x2,8917,05-14-2023,$3341.44,Standard,Shipped,8917,515,197,2021-02-17,139,Lake Craig,7278,4,Salas- Gonzalez and Todd,Jessicashire,2.35
3802,Vanessa Mccullough,rwatson@example.com,63,Male,East Tyler,0,Electronics,Smart Watches,238.33,49.08,22x10x18,3802,06-30-2022,£78.1,Two-day,Shipped,3802,176,40,2022-08-07,155,Wheelerfort,16008,5,Morgan LLC,Port Robynmouth,1.23
6068,Denise Odom,rebeccamoore@example.org,67,Female,Lake Susanshire,2,Electronics,Mobile Phones,226.89,27.99,24x47x8,6068,07-07-2023,€666.33,Express,Delivered,6068,123,91,2020-09-02,400,Lake Christopherfort,5864,2,Miller-Pearson,Clarkmouth,9.83
5810,Jennifer Lee,muellercheryl@example.com,19,Male,East Stephen,12,Clothing,Dresses,109.22,3.38,13x25x45,5810,12-16-2022,$853.03,Standard,Pending,5810,917,314,2021-01-17,285,Jayland,16370,2,Miller-Pearson,Clarkmouth,9.83
3536,Kimberly Hernandez,tamara62@example.net,32,Female,Lake Christy,4,Clothing,T-Shirts,144.2,23.48,32x18x42,3536,07/12/2022,$450.05,Two-day,Delivered,3536,233,478,2022-07-03,304,Shannonbury,14107,7,Miller Group,Clarkmouth,6.56
3825,Kristin Walker,martha57@example.org,31,Female,Lake Christopher,16,Furniture,Tables,96.29,15.78,34x31x16,3825,19/10/2021,$92.1,Two-day,Delivered,3825,806,498,2021-07-30,150,Toddhaven,9326,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
8641,Charles Johnson,williamjordan@example.net,51,Female,North Kristin,21,Furniture,Sofas,845.7,30.61,22x25x8,8641,05-20-2021,£2636.07,Standard,Pending,8641,931,453,2022-02-17,110,West Angel,6892,2,Miller-Pearson,Clarkmouth,9.83
8607,Andrew Collins,christopher48@example.net,65,Female,Hannahview,9,Furniture,Beds,117.87,19.12,12x50x30,8607,16/02/2022,€193.02,Standard,Pending,8607,742,393,2021-11-04,199,Port Jonathan,13686,5,Morgan LLC,Port Robynmouth,1.23
4810,Aaron Johnson,paul97@example.org,52,Male,South Brianside,10,Electronics,Laptops,86.11,27.23,11x27x28,4810,06-02-2021,€1974.63,Standard,Shipped,4810,834,151,2021-12-12,387,West Josephtown,10216,7,Miller Group,Clarkmouth,6.56
1946,Stephen Powell,okelley@example.net,47,Male,East Chris,16,Furniture,Tables,284.34,9.95,34x5x16,1946,08-20-2022,£1381.84,Express,Cancelled,1946,905,257,2022-07-04,402,South Rhonda,14419,8,Parks-Gallegos,Jenkinsside,6.82
8093,Angel Watson,csutton@example.com,62,Male,Josephshire,2,Electronics,Mobile Phones,555.31,3.27,28x18x46,8093,15/12/2020,£1717.2,Two-day,Pending,8093,161,147,2020-09-09,291,Dannyport,11559,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
7135,Anthony Dixon,njennings@example.net,47,Female,Port David,21,Furniture,Sofas,543.76,37.79,22x50x47,7135,10/10/2020,€688.46,Standard,Delivered,7135,330,287,2020-10-13,347,Wilkinsfurt,8761,2,Miller-Pearson,Clarkmouth,9.83
5335,Tammy Osborn,portercorey@example.com,24,Female,Cookburgh,11,Clothing,Hats,15.5,23.15,17x35x41,5335,29/09/2020,€687.63,Two-day,Cancelled,5335,788,151,2021-05-15,189,North Rebecca,15747,2,Miller-Pearson,Clarkmouth,9.83
3488,Tracy Gonzales DDS,glopez@example.org,58,Male,Whitakerhaven,0,Electronics,Smart Watches,190.81,48.73,23x28x36,3488,2021-02-18,£79.08,Standard,Cancelled,3488,909,192,2022-02-26,139,Lake Craig,7278,5,Morgan LLC,Port Robynmouth,1.23
1610,James Moore,fmiller@example.org,36,Male,Burnsside,48,Clothing,Jeans,952.18,40.9,16x50x7,1610,2020-09-17,€128.6,Standard,Delivered,1610,82,215,2021-10-07,457,South Kaylaview,5057,9,Johnson-Rodriguez,Katherineborough,7.81
7460,Franklin Duran,larry47@example.com,39,Male,Spearsside,16,Furniture,Tables,48.21,10.23,15x6x26,7460,08-04-2021,€474.99,Standard,Pending,7460,820,96,2021-11-30,453,Port Georgefort,11228,0,Johnson-Rodriguez,Port Robynmouth,
9460,Robert Armstrong,meganskinner@example.com,69,Female,North Evelynside,2,Electronics,Mobile Phones,361.74,21.94,23x16x26,9460,03-15-2022,€1636.14,Two-day,Cancelled,9460,986,464,2022-04-16,63,Dayshire,13799,5,Morgan LLC,Port Robynmouth,1.23
4677,Crystal Carlson,justinjones@example.com,23,Male,New Carlosborough,10,Electronics,Laptops,491.28,7.65,1x35x32,4677,26/09/2022,$1634.36,Express,Cancelled,4677,363,302,2021-02-18,327,North Annview,13868,7,Miller Group,Clarkmouth,6.56
4959,Christina Torres,andrew68@example.com,45,Female,North Victor,3,Furniture,Cabinets,829.63,41.0,17x30x9,4959,2023-02-17,£1416.84,Standard,Pending,4959,679,285,2022-07-13,22,North Calvinbury,12781,8,Parks-Gallegos,Jenkinsside,6.82
5867,Ricky Wagner,vjohnston@example.org,35,Male,Cabreraland,0,Electronics,Smart Watches,697.24,6.17,45x43x49,5867,2022-03-07,$1119.84,Two-day,Shipped,5867,919,139,2021-06-08,341,Dustinborough,14103,8,Parks-Gallegos,Jenkinsside,6.82
8762,Jessica Baldwin,calebthomas@example.net,52,Female,Danielburgh,10,Electronics,Laptops,108.01,44.25,13x43x20,8762,2020-12-12,£827.38,Express,Delivered,8762,256,307,2022-01-15,205,New Jeffrey,7834,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
4761,Michael Holland,matthewhill@example.com,39,Female,South Taylorville,0,Electronics,Smart Watches,742.98,8.79,44x42x44,4761,03/09/2021,£115.79,Express,Delivered,4761,907,189,2021-02-18,335,New Sandraport,14136,9,Johnson-Rodriguez,Katherineborough,7.81
2194,Matthew Weaver,kperez@example.net,20,Female,Morrisville,0,Electronics,Smart Watches,563.08,13.08,23x1x24,2194,01-27-2022,£4511.95,Standard,Delivered,2194,1000,147,2021-12-10,2,Youngton,5722,0,Johnson-Rodriguez,Port Robynmouth,
9549,Christopher Harris,wallsmia@example.org,53,Female,Lake Karenfort,11,Clothing,Hats,966.5,23.23,38x34x6,9549,2021-03-21,£274.16,Express,Cancelled,9549,181,354,2022-04-29,373,Lake Williamburgh,19141,8,Parks-Gallegos,Jenkinsside,6.82
5701,Christina Brown,ronaldjennings@example.com,70,Female,Lake Stevenview,1,Electronics,Cameras,923.13,42.45,48x8x8,5701,2022-06-17,€1672.15,Express,Shipped,5701,657,436,2022-07-24,336,Martinezport,17218,6,Morgan LLC,New Marktown,2.48
5113,James Meyer,andersondale@example.net,54,Male,East Alisha,9,Furniture,Beds,299.74,41.22,1x49x23,5113,2020-11-25,£418.05,Standard,Cancelled,5113,857,492,2021-03-24,28,Scottbury,8684,7,Miller Group,Clarkmouth,6.56
557,Terrence Quinn,jamie16@example.org,38,Female,Bakerchester,13,Electronics,Headphones,408.82,1.49,12x18x5,557,02-23-2022,€223.83,Two-day,Cancelled,557,701,188,2022-03-12,279,North Jeanettefurt,17976,0,Johnson-Rodriguez,Port Robynmouth,
8064,Donna Williams,lori15@example.net,38,Female,Smithville,4,Clothing,T-Shirts,937.85,3.97,14x13x43,8064,2023-01-09,$4348.65,Express,Pending,8064,948,356,2021-02-12,471,Mistyhaven,18512,8,Parks-Gallegos,Jenkinsside,6.82
5139,Mr. Jerry Church,jennifer85@example.org,20,Female,West Wesleyburgh,6,Furniture,Chairs,71.2,21.07,15x1x7,5139,02/12/2021,€3195.72,Express,Pending,5139,155,451,2022-07-06,336,Martinezport,17218,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
1207,Cassidy Ross,wleonard@example.com,33,Male,Perezton,6,Furniture,Chairs,125.76,32.16,33x29x13,1207,2022-11-15,$1465.4,Standard,Shipped,1207,829,445,2022-07-25,492,Cainshire,18296,4,Salas- Gonzalez and Todd,Jessicashire,2.35
7032,Sandra Garcia,hahnbenjamin@example.com,47,Female,South Amy,6,Furniture,Chairs,150.12,40.58,33x6x10,7032,19/01/2023,€798.22,Express,Pending,7032,453,479,2021-02-11,71,Port Jonathan,14077,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
7308,Paul Anderson,michaelmiller@example.com,46,Female,Raymondhaven,21,Furniture,Sofas,747.52,28.49,2x42x28,7308,03-29-2021,£615.76,Standard,Pending,7308,723,346,2022-04-28,125,Bennetttown,14997,5,Morgan LLC,Port Robynmouth,1.23
1510,Kara Boyd,iparker@example.org,68,Male,Smithside,16,Furniture,Tables,539.5,0.67,4x1x26,1510,2022-11-11,£1125.4,Standard,Delivered,1510,959,52,2021-10-21,328,North Jenniferburgh,10835,0,Johnson-Rodriguez,Port Robynmouth,
6768,Craig Allison,patricia57@example.org,63,Female,Paulstad,9,Furniture,Beds,982.06,46.2,1x29x29,6768,2023-08-07,€392.61,Standard,Pending,6768,170,290,2021-02-02,441,Jamesborough,12091,6,Morgan LLC,New Marktown,2.48
3829,Ricardo Klein,lpeters@example.org,65,Female,Taramouth,48,Clothing,Jeans,305.19,11.54,44x26x38,3829,11-30-2020,€553.58,Two-day,Delivered,3829,509,257,2020-10-28,461,North Monicastad,19832,0,Johnson-Rodriguez,Port Robynmouth,
3732,Connie George,donaldsonstephanie@example.net,24,Male,South Andrewview,21,Furniture,Sofas,365.37,13.1,9x49x25,3732,11/06/2022,$2660.37,Two-day,Cancelled,3732,474,358,2021-06-30,447,West Xavier,14357,6,Morgan LLC,New Marktown,2.48
9257,Nicholas Hebert,tylerwalsh@example.net,42,Male,New Samanthahaven,10,Electronics,Laptops,295.12,40.97,7x2x28,9257,01-07-2023,$255.59,Standard,Shipped,9257,549,227,2021-08-27,88,Powellberg,6982,9,Johnson-Rodriguez,Katherineborough,7.81
3211,Marisa Watson,josephkatherine@example.org,47,Male,Nobleburgh,3,Furniture,Cabinets,897.77,26.16,11x37x33,3211,08-24-2023,$1089.14,Express,Shipped,3211,370,226,2022-05-17,170,Brianbury,14990,4,Salas- Gonzalez and Todd,Jessicashire,2.35
3630,Paul Day,rachelsmith@example.org,48,Male,South Joseph,9,Furniture,Beds,791.54,31.19,50x33x30,3630,24/06/2023,€2676.55,Standard,Delivered,3630,65,268,2022-05-15,17,Port Alyssa,13507,6,Morgan LLC,New Marktown,2.48
1708,Kelsey Sanchez,theresawilson@example.org,69,Male,North Ashleymouth,0,Electronics,Smart Watches,440.81,26.58,39x37x27,1708,2023-07-29,£3258.76,Standard,Delivered,1708,602,55,2022-01-15,275,Lake Stephen,17385,3,Johnson-Rodriguez,Katherineborough,7.4
1845,Mario Herman,campbellcatherine@example.net,18,Female,South Daniel,10,Electronics,Laptops,637.1,23.05,43x12x44,1845,08-02-2021,$2012.88,Standard,Delivered,1845,559,344,2021-08-27,204,North Monicaville,14702,7,Miller Group,Clarkmouth,6.56
266,Beverly Wells,sue47@example.org,33,Female,New Jose,10,Electronics,Laptops,830.3,37.46,27x18x23,266,2022-11-10,€324.6,Express,Delivered,266,943,183,2021-07-29,490,Lake Brandon,15498,5,Morgan LLC,Port Robynmouth,1.23
